Symbol,Name,Industry,IndustryCode
PRTS,Carparts.Com Inc,전문품 상점,534030
ICPT,Intercept Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
UXIN,Uxin Ltd ADR,소프트웨어 및 IT서비스,572010
TPIC,TPI Composites Inc,재생에너지,502010
PNNT,Pennantpark Investment Corp,다양한 금융서비스,555010
TACO,Del Taco Restaurants Inc,호텔 및 엔터테인먼트,533010
CFVI,CF Acquisition Corp VI Class A,기타 금융업,556010
REVH,Revolution Healthcare Acquisition Corp Class A,기타 금융업,556010
ADAP,Adaptimmune Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
ARBK,Argo Blockchain PLC ADR,핀테크,573010
TOI,Oncology Institute Inc,헬스케어 업체 및 서비스,561020
ACGLP,Arch Capital Group Ltd ADR,보험,553010
MCFT,Mastercraft Boat Holdings Inc,레저 상품,532050
TKNO,Alpha Teknova Inc,헬스케어 장비 및 용품,561010
LVOX,LiveVox Holdings Inc Class A,소프트웨어 및 IT서비스,572010
QIWI,Qiwi PLC ADR,전문 및 상업 서비스,522030
BHFAP,Brighthouse Financial Inc ADR,보험,553010
VBIV,VBI Vaccines Inc,생명과학 및 메디컬 리서치,562020
OGI,OrganiGram Holdings Inc,헬스케어 업체 및 서비스,561020
VFF,Village Farms International Inc,식품 및 담배,541020
BBCP,Concrete Pumping Holdings Inc,건설 및 엔지니어링,522010
LIDR,Aeye Inc Class A,전자 장비 및 부품,571040
CCNE,CNB Financial Corp,은행,551010
YMAB,Y-mAbs Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HAYN,Haynes International Inc,메탈&마이닝,512010
KRUS,Kura Sushi USA Inc,호텔 및 엔터테인먼트,533010
SDIG,Stronghold Digital Mining Inc Class A,핀테크,573010
EVER,EverQuote Inc Class A,소프트웨어 및 IT서비스,572010
GNTY,Guaranty Bancshares Inc,은행,551010
BTAQ,Burgundy Technology Acquisition Corp Class A,기타 금융업,556010
OMGA,Omega Therapeutics Inc,생명과학 및 메디컬 리서치,562020
KVSA,Khosla Ventures Acquisition Co Class A,기타 금융업,556010
SMBK,SmartFinancial Inc,은행,551010
MDCA,MDC Partners Inc Class A,미디어 및 출판,533020
RSVR,Reservoir Media Inc,미디어 및 출판,533020
LAWS,Lawson Products Inc,"건설장비 및 대형차, 기차, 배",521020
HBMD,Howard Bancorp Inc,은행,551010
RMNI,Rimini Street Inc,소프트웨어 및 IT서비스,572010
SPNE,SeaSpine Holdings Corp,헬스케어 장비 및 용품,561010
BLDE,Blade Air Mobility Inc Class A,소프트웨어 및 IT서비스,572010
ARTA,Artisan Acquisition Corp Class A,기타 금융업,556010
TIPT,Tiptree Inc,기타 금융업,556010
CPAR,Catalyst Partners Acquisition Corp Class A,기타 금융업,556010
SEV,Sono Group NV,자동차 및 자동차 부품,531010
ACQR,Independence Holdings Corp Class A,기타 금융업,556010
ORIC,Oric Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ENNV,ECP Environmental Growth Opportunities Corp Class A,기타 금융업,556010
CTRN,Citi Trends Inc,전문품 상점,534030
VTIQ,VectoIQ Acquisition Corp II Class A,기타 금융업,556010
TWLV,Twelve Seas Investment Co II Class A,기타 금융업,556010
SBEA,SilverBox Engaged Merger Corp I Class A,기타 금융업,556010
GIIX,Gores Holdings VIII Inc Class A,기타 금융업,556010
ACAH,Atlantic Coastal Acquisition Corp Class A,기타 금융업,556010
NDAC,Nightdragon Acquisition Corp Class A,기타 금융업,556010
AKYA,Akoya Biosciences Inc,헬스케어 장비 및 용품,561010
GILT,Gilat Satellite Networks Ltd,커뮤니케이션 및 네트워킹,571020
FDUS,Fidus Investment Corp,다양한 금융서비스,555010
FMAO,Farmers & Merchants Bancorp Inc,은행,551010
PPGH,Poema Global Holdings Corp Class A,기타 금융업,556010
CPAA,Conyers Park III Acquisition Corp Class A,기타 금융업,556010
GMBT,Queen's Gambit Growth Capital Class A,기타 금융업,556010
TSHA,Taysha Gene Therapies Inc,생명과학 및 메디컬 리서치,562020
ERES,East Resources Acquisition Co Class A,기타 금융업,556010
PTOC,Pine Technology Acquisition Corp Class A,기타 금융업,556010
CSTE,Caesarstone Ltd,주택건설,532030
VUZI,Vuzix Corp,전자 장비 및 부품,571040
WALD,Waldencast Acquisition Corp Class A,기타 금융업,556010
SCLE,Broadscale Acquisition Corp Class A,기타 금융업,556010
HEC,Hudson Executive Investment Corp Class A,기타 금융업,556010
MNMD,Mind Medicine (MindMed) Inc,생명과학 및 메디컬 리서치,562020
GLBL,Cartesian Growth Corp Class A,기타 금융업,556010
BSRR,Sierra Bancorp,은행,551010
LUXA,Lux Health Tech Acquisition Corp Class A,기타 금융업,556010
DSP,Viant Technology Inc Class A,소프트웨어 및 IT서비스,572010
SLCR,Silver Crest Acquisition Corp Class A,기타 금융업,556010
NTRSO,Northern Trust Corp ADR,투자은행 및 서비스,551020
ANZUU,Anzu Special Acquisition I Units,기타 금융업,556010
OCUL,Ocular Therapeutix Inc,제약,562010
ATAX,America First Multifamily Investors LP Unit,은행,551010
SKYT,Skywater Technology Inc,반도체 및 반도체 장비,571010
HCIC,Hennessy Capital Investment Corp V Class A,기타 금융업,556010
JCIC,Jack Creek Investment Corp. Class A,기타 금융업,556010
DHHC,DiamondHead Holdings Corp Class A,기타 금융업,556010
SCOB,ScION Tech Growth II Class A,기타 금융업,556010
OEPW,One Equity Partners Open Water I Corp Class A,기타 금융업,556010
COLI,Colicity Inc Class A,기타 금융업,556010
PRLD,Prelude Therapeutics Inc,생명과학 및 메디컬 리서치,562020
RXRA,RXR Acquisition Corp Class A,기타 금융업,556010
TIOA,Tio Tech A Class A,기타 금융업,556010
FMIV,Forum Merger IV Corp Class A,기타 금융업,556010
GRVY,Gravity Co Ltd ADR,소프트웨어 및 IT서비스,572010
GATE,Marblegate Acquisition Corp Class A,기타 금융업,556010
MEKA,MELI Kaszek Pioneer Corp Class A,기타 금융업,556010
MAACU,Montes Archimedes Acquisition Units,기타 금융업,556010
ZT,Zimmer Energy Transition Acquisition Corp Class A,기타 금융업,556010
IEA,Infrastructure and Energy Alternatives Inc,건설 및 엔지니어링,522010
RIGL,Rigel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LITT,Logistics Innovation Technologies Corp Class A,기타 금융업,556010
BGFV,Big 5 Sporting Goods Corp,전문품 상점,534030
FLMN,Falcon Minerals Corp Class A,오일 및 가스,501020
BLBD,Blue Bird Corp,"건설장비 및 대형차, 기차, 배",521020
PRTH,Priority Technology Holdings Inc,핀테크,573010
SNRHU,Senior Connect Acquisition I Units,기타 금융업,556010
HCVI,Hennessy Capital Investment Corp VI Class A,기타 금융업,556010
FINMU,Marlin Technology Units,기타 금융업,556010
INVE,Identiv Inc,전자 장비 및 부품,571040
LOOP,Loop Industries Inc,화학,511010
PYR,Pyrogenesis Canada Inc,전문 및 상업 서비스,522030
JOFFU,JOFF Fintech Acquisition Units,기타 금융업,556010
CTAQU,Carney Tech Acq II Units,기타 금융업,556010
OHPAU,Orion Acquisition Units,기타 금융업,556010
REAX,Real Brokerage Inc,부동산 운영 관리,601010
BCSA,Blockchain Coinvestors Acquisition Corp I Class A,기타 금융업,556010
TBCPU,Thunder Bridge Capital Partners III Units,기타 금융업,556010
TMDX,Transmedics Group Inc,헬스케어 장비 및 용품,561010
AGNCO,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
SVACU,Starboard Value Acquisition Corp,기타 금융업,556010
PUYI,Puyi Inc ADR,투자은행 및 서비스,551020
VERA,Vera Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
BLFY,Blue Foundry Bancorp,은행,551010
DTOC,Digital Transformation Opportunities Corp Class A,기타 금융업,556010
CARE,Carter Bank and Trust,은행,551010
MASS,908 Devices Inc.,헬스케어 장비 및 용품,561010
KLTR,Kaltura Inc,소프트웨어 및 IT서비스,572010
EPHYU,Epiphany Technology Acquisition Units,기타 금융업,556010
CPSI,Computer Programs and Systems Inc,헬스케어 장비 및 용품,561010
SVFC,SVF Investment Corp 3 Class A,기타 금융업,556010
HCAR,Healthcare Services Acquisition Corp Class A,기타 금융업,556010
AMNB,American National Bankshares Inc,은행,551010
VIA,Via Renewables Inc Class A,전기 유틸리티,591010
BYTS,BYTE Acquisition Corp Class A,기타 금융업,556010
ROLLP,RBC Bearings Inc PRF,"건설장비 및 대형차, 기차, 배",521020
IPAX,Inflection Point Acquisition Corp Class A,기타 금융업,556010
SHBI,Shore Bancshares Inc,은행,551010
ADTH,AdTheorent Holding Company Inc Class A,소프트웨어 및 IT서비스,572010
FNCH,Finch Therapeutics Group Inc,생명과학 및 메디컬 리서치,562020
PACXU,Pioneer Merger Units,기타 금융업,556010
IKNA,Ikena Oncology Inc,생명과학 및 메디컬 리서치,562020
AADI,Aadi Bioscience Inc,생명과학 및 메디컬 리서치,562020
CZNC,Citizens & Northern Corp,은행,551010
VIGL,Vigil Neuroscience Inc,생명과학 및 메디컬 리서치,562020
PRSR,Prospector Capital Corp Class A,기타 금융업,556010
COOLU,Corner Growth Acquisition Units,기타 금융업,556010
PFDR,Pathfinder Acquisition Corp Class A,기타 금융업,556010
MUDS,Mudrick Capital Acquisition Corp II Class A,기타 금융업,556010
FOUN,Founder SPAC Class A,기타 금융업,556010
WLDN,Willdan Group Inc,전문 및 상업 서비스,522030
CPZ,Calamos Long/Short Equity & Dynamic Income Trust,다양한 금융서비스,555010
TIG,Trean Insurance Group Inc,보험,553010
CFV,CF Acquisition Corp V Class A,기타 금융업,556010
TNYA,Tenaya Therapeutics Inc,생명과학 및 메디컬 리서치,562020
AIP,Arteris Inc,소프트웨어 및 IT서비스,572010
VERU,Veru Inc,"개인, 가정 용품 및 서비스",542010
ADSE,Ads-Tec Energy PLC,소프트웨어 및 IT서비스,572010
HYAC,Haymaker Acquisition Corp III Class A,기타 금융업,556010
CFVIU,CF Acquisition VI Units,기타 금융업,556010
DCRD,Decarbonization Plus Acquisition Corporation IV Class A,기타 금융업,556010
THRX,Theseus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
PLMI,Plum Acquisition I Corp Class A,기타 금융업,556010
SABRP,Sabre Corp Convertible Preference Shares Series A,소프트웨어 및 IT서비스,572010
RDVT,Red Violet Inc,소프트웨어 및 IT서비스,572010
PLRX,Pliant Therapeutics Inc,제약,562010
HCNE,Jaws Hurricane Acquisition Corp Class A,기타 금융업,556010
ABST,Absolute Software Corp,소프트웨어 및 IT서비스,572010
IGIC,International General Insurance Holdings Ltd,보험,553010
OSBC,Old Second Bancorp Inc,은행,551010
SDAC,Sustainable Development Acquisition I Corp Class A,기타 금융업,556010
BCOV,Brightcove Inc,소프트웨어 및 IT서비스,572010
RRBI,Red River Bancshares Inc,은행,551010
GAMB,Gambling.com Group Ltd,호텔 및 엔터테인먼트,533010
ACTD,ArcLight Clean Transition Corp II Class A,기타 금융업,556010
CASA,Casa Systems Inc,커뮤니케이션 및 네트워킹,571020
VRNA,Verona Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
CHNGU,Change Healthcare Inc Unit,소프트웨어 및 IT서비스,572010
GTH,Genetron Holdings Ltd ADR,생명과학 및 메디컬 리서치,562020
JOAN,Joann Inc,전문품 상점,534030
TDACU,Trident Acquisitions Corp Unit,기타 금융업,556010
DZSI,DZS Inc,"컴퓨터, 전화 및 가전제품",571060
STKS,One Group Hospitality Inc,호텔 및 엔터테인먼트,533010
ARTNA,Artesian Resources Corp Class A,수도 유틸리티,591030
TETCU,Tech Energy Transition Units,기타 금융업,556010
ICLK,iClick Interactive Asia Group Ltd ADR,미디어 및 출판,533020
VRDN,Viridian Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CHPM,CHP Merger Corp Class A,기타 금융업,556010
HFFG,Hf Foods Group Inc,식품 및 약품소매,543010
AFCG,AFC Gamma Inc,은행,551010
NAACU,North Atlantic Acquisition Units,기타 금융업,556010
SIER,Sierra Lake Acquisition Corp Class A,기타 금융업,556010
APEI,American Public Education Inc,교육서비스,631010
NODK,NI Holdings Inc,보험,553010
SSAA,Science Strategic Acquisition Alpha Corp Class A,기타 금융업,556010
MRNS,Marinus Pharmaceuticals Inc,제약,562010
BHFAO,Brighthouse Financial Inc ADR,보험,553010
CHSCP,CHS Inc PRF,식품 및 담배,541020
ARGU,Argus Capital Corp Class A,기타 금융업,556010
ENTF,Enterprise 4.0 Technology Acquisition Corp Class A,기타 금융업,556010
DHCA,DHC Acquisition Corp Class A,기타 금융업,556010
HMCO,HumanCo Acquisition Corp Class A,기타 금융업,556010
AGGR,Agile Growth Corp Class A,기타 금융업,556010
SPRO,Spero Therapeutics Inc,생명과학 및 메디컬 리서치,562020
TALS,Talaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ATHA,Athira Pharma Inc,생명과학 및 메디컬 리서치,562020
SSSS,SuRo Capital Corp,다양한 금융서비스,555010
BLZE,Backblaze Inc Class A,소프트웨어 및 IT서비스,572010
ALLK,Allakos Inc,생명과학 및 메디컬 리서치,562020
DYN,Dyne Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FSRX,Finserv Acquisition Corp II Class A,기타 금융업,556010
BCAB,Bioatla Inc,생명과학 및 메디컬 리서치,562020
ALTU,Altitude Acquisition Corp Class A,기타 금융업,556010
FRST,Primis Financial Corp,은행,551010
GTHX,G1 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
KRNL,Kernel Group Holdings Inc Class A,기타 금융업,556010
BTNB,Bridgetown 2 Holdings Ltd Class A,기타 금융업,556010
DGICA,Donegal Group Inc Class A,보험,553010
FREE,Whole Earth Brands Inc Class A,식품 및 담배,541020
GBIO,Generation Bio Co,생명과학 및 메디컬 리서치,562020
CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
SIVBP,SVB Financial Group ADR,은행,551010
ARAY,Accuray Inc,헬스케어 장비 및 용품,561010
IGAC,IG Acquisition Corp Class A,기타 금융업,556010
MRSN,Mersana Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ZINGU,FTAC Zeus Acquisition Units,기타 금융업,556010
GLAD,Gladstone Capital Corp,다양한 금융서비스,555010
RYTM,Rhythm Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ITIC,Investors Title Co,보험,553010
GPAC,Global Partner Acquisition II Corp Class A,기타 금융업,556010
TSIB,Tishman Speyer Innovation Corp II Class A,기타 금융업,556010
COVA,COVA Acquisition Corp Class A,기타 금융업,556010
GXII,GX Acquisition Corp II Class A,기타 금융업,556010
NDLS,Noodles & Co Class A,호텔 및 엔터테인먼트,533010
HBCP,Home Bancorp Inc,은행,551010
XLO,Xilio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ABUS,Arbutus Biopharma Corp,제약,562010
FANH,Fanhua Inc ADR,보험,553010
BTAQU,Burgundy Tech Acq Units,기타 금융업,556010
LSEA,Landsea Homes Corp,부동산 운영 관리,601010
NATR,Natures Sunshine Products Inc,식품 및 담배,541020
PRQR,ProQR Therapeutics NV,생명과학 및 메디컬 리서치,562020
LGTOU,Legato Merger II Units,기타 금융업,556010
PPGHU,Poema Global Holdings Units,기타 금융업,556010
APYX,Apyx Medical Corp,헬스케어 장비 및 용품,561010
CPAAU,Conyers Park III Acquisition Corp Unit,기타 금융업,556010
TRHC,Tabula Rasa HealthCare Inc,헬스케어 장비 및 용품,561010
KBAL,Kimball International Inc Class B,전문 및 상업 서비스,522030
TARS,Tarsus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
CIVB,Civista Bancshares Inc,은행,551010
DMTK,DermTech Inc,헬스케어 장비 및 용품,561010
ALLT,Allot Ltd,호텔 및 엔터테인먼트,533010
SBEAU,SilverBox Engaged Merger I Units,기타 금융업,556010
APPH,AppHarvest Inc,식품 및 담배,541020
PFIS,Peoples Financial Services Corp,은행,551010
DIBS,1stdibs.Com Inc,소프트웨어 및 IT서비스,572010
GLBLU,Cartesian Growth Units,기타 금융업,556010
EPIX,ESSA Pharma Inc,생명과학 및 메디컬 리서치,562020
EJFA,EJF Acquisition Corp Class A,기타 금융업,556010
KIII,Kismet Acquisition Three Corp Class A,기타 금융업,556010
LGTO,Legato Merger II Corp,기타 금융업,556010
CIIG,CIIG Capital Partners II Inc Class A,기타 금융업,556010
GIIXU,Gores Holdings VIII Units,기타 금융업,556010
DRAY,Macondray Capital Acquisition Corp I Class A,기타 금융업,556010
VSTA,Vasta Platform Ltd Class A,비즈니스교육,631030
BHFAM,Brighthouse Financial Inc ADR,보험,553010
ENJY,Enjoy Technology Inc,"컴퓨터, 전화 및 가전제품",571060
DGNS,Dragoneer Growth Opportunities Corp II Class A,기타 금융업,556010
APTM,Alpha Partners Technology Merger Corp Class A,기타 금융업,556010
WHF,WhiteHorse Finance Inc,다양한 금융서비스,555010
KLAQ,KL Acquisition Corp Class A,기타 금융업,556010
TZPS,TZP Strategies Acquisition Corp Class A,기타 금융업,556010
SPKB,Silver Spike Acquisition Corp II Class A,기타 금융업,556010
BNFT,Benefitfocus Inc,소프트웨어 및 IT서비스,572010
AKBA,Akebia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
RGC,Regencell Bioscience Holdings Ltd,생명과학 및 메디컬 리서치,562020
WALDU,Waldencast Acquisition Units,기타 금융업,556010
FTCI,FTC Solar Inc,"건설장비 및 대형차, 기차, 배",521020
FNLC,First Bancorp Inc,은행,551010
IPVI,InterPrivate IV InfraTech Partners Inc Class A,기타 금융업,556010
GAMC,Golden Arrow Merger Corp Class A,기타 금융업,556010
XOS,Xos Inc,자동차 및 자동차 부품,531010
CLRM,Clarim Acquisition Corp Class A,기타 금융업,556010
CBNK,Capital Bancorp Inc,은행,551010
ARRW,Arrowroot Acquisition Corp Class A,기타 금융업,556010
DHBC,DHB Capital Corp Class A,기타 금융업,556010
LCAA,L Catterton Asia Acquisition Corp Class A,기타 금융업,556010
OZKAP,Bank Ozk PRF,은행,551010
ERESU,East Resources Acquisition Co Unit,기타 금융업,556010
SLCRU,Silver Crest Acquisition Units,기타 금융업,556010
ENNVU,ECP Environmental Growth Opportunities Units,기타 금융업,556010
LUXAU,Lux Health Tech Acq Units,기타 금융업,556010
GMBTU,Queen s Gambit Growth Capital Units,기타 금융업,556010
IVCBU,Investcorp Europe Acquisition Units,기타 금융업,556010
PTOCU,Pine Technology Acquisition Units,기타 금융업,556010
NKTX,Nkarta Inc,생명과학 및 메디컬 리서치,562020
UTMD,Utah Medical Products Inc,헬스케어 장비 및 용품,561010
LBTYB,Liberty Global PLC Class B,통신 서비스,574010
KRT,Karat Packaging Inc,용기 및 포장,513020
KINZ,Kins Technology Group Inc. Class A,기타 금융업,556010
